customer_unique_id,favorite_category,avg_order_value,risk,sentiment,offer_type,risk_level,discount_pct,message
0019da6aa6bcb27cc32f1249bd12da05,housewares,87.71000000000001,0.26404908,neutral,loyalty,low,0,Рекомендуем новинки в «housewares».
0019e8c501c85848ac0966d45226fa1d,sports_leisure,197.27,0.13321394,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «sports_leisure» и программа лояльности.
001a2bf0e46c684031af91fb2bce149d,housewares,36.73,0.17955978,,loyalty,low,0,Рекомендуем новинки в «housewares».
001a34eb30ecb8e3aacb07c475ca4dd1,housewares,161.71,0.23306482,,loyalty,low,0,Рекомендуем новинки в «housewares».
001a3a8e11d76c9a366c31a4aa2cc529,electronics,24.23,0.23334382,,loyalty,low,0,Рекомендуем новинки в «electronics».
001ae5a1788703d64536c30362503e49,garden_tools,135.07999999999998,0.4570907,,targeted_reco,medium,8,"Думаем вам понравится новое в «garden_tools», плюс 8% на заказ."
001deb796b28a3a128d6113857569aa4,housewares,63.33,0.19418082,,loyalty,low,0,Рекомендуем новинки в «housewares».
001f3c4211216384d5fe59b041ce1461,housewares,35.84,0.227463,,loyalty,low,0,Рекомендуем новинки в «housewares».
002043098f10ba39a4600b6c52fbfe3c,office_furniture,237.81,0.3548246,,targeted_reco,medium,8,"Думаем вам понравится новое в «office_furniture», плюс 8% на заказ."
002311514717ca8b65b09a26cdf7b91a,auto,124.32,0.29216352,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «auto» и программа лояльности.
0023557a94bef0038066b5d1b3dc763e,auto,107.44,0.46290517,,targeted_reco,medium,8,"Думаем вам понравится новое в «auto», плюс 8% на заказ."
002471155ecd08d208d1376720e2a907,housewares,92.18,0.17385153,,loyalty,low,0,Рекомендуем новинки в «housewares».
00256bf7b05c08f6a5849df3d0a64f1f,furniture_decor,57.73,0.18015772,,loyalty,low,0,Рекомендуем новинки в «furniture_decor».
0025795df7a7d077c4c90162fa820085,stationery,214.08,0.79737735,negative,retention_apology,high,25,Извините за неприятный опыт. Дарим 25% на «stationery» и приоритетную поддержку.
0027324a96d26a2bc7d69262f83c8403,perfumery,46.78,0.18443255,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «perfumery» и программа лояльности.
0028a7d8db7b0247652509358ad8d755,office_furniture,354.87,0.3025612,,loyalty,low,0,Рекомендуем новинки в «office_furniture».
0028cfeb9dfcd3628a56d5b6400deef5,electronics,118.2,0.3477267,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «electronics» и программа лояльности.
00293787e2aec37a9c253b63fdfe2049,health_beauty,257.88,0.60572344,negative,retention_apology,high,25,Извините за неприятный опыт. Дарим 25% на «health_beauty» и приоритетную поддержку.
0029bd580d3012618731f5abb174a07f,furniture_decor,52.379999999999995,0.89359653,negative,retention_apology,high,25,Извините за неприятный опыт. Дарим 25% на «furniture_decor» и приоритетную поддержку.
002aba8c1af80acacef6e011f9f23262,construction_tools_construction,217.74,0.98304635,,retention_soft,high,15,Скучаем по вам! Возвращайтесь - 15% на «construction_tools_construction».
002ae492472e45ad6ebeb7a625409392,health_beauty,218.66000000000005,0.65356004,neutral,retention_soft,high,15,Скучаем по вам! Возвращайтесь - 15% на «health_beauty».
002b4cd83fabaffaa475f78ea5ef3e08,fashion_bags_accessories,64.42,0.26095086,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «fashion_bags_accessories» и программа лояльности.
002bdeb33da5b1b3ce8b9c822f749c82,health_beauty,38.09,0.14814366,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «health_beauty» и программа лояльности.
002cdf87d4c03f08f7eb4551a923affc,office_furniture,228.67,0.94911855,negative,retention_apology,high,25,Извините за неприятный опыт. Дарим 25% на «office_furniture» и приоритетную поддержку.
002d3bd901608f67c3fc11eaaa842b13,drinks,28.76,0.36228317,,targeted_reco,medium,8,"Думаем вам понравится новое в «drinks», плюс 8% на заказ."
002d71b244beb91ca7030b15ab526446,books_general_interest,130.56,0.16575292,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «books_general_interest» и программа лояльности.
002da6dde369f6a8b4c999ed61eb5a87,housewares,52.38,0.19548602,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «housewares» и программа лояльности.
002eb8b96288f3804e21d2777ac29895,health_beauty,137.99,0.25295064,,loyalty,low,0,Рекомендуем новинки в «health_beauty».
002ed12115742033f015cb3c269ccf68,electronics,109.79,0.28557056,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «electronics» и программа лояльности.
002ef00822613c94613e60e03b169fef,bed_bath_table,114.04,0.36111668,,targeted_reco,medium,8,"Думаем вам понравится новое в «bed_bath_table», плюс 8% на заказ."
002feefec5af0a3b26ee7839c66d205e,garden_tools,77.57,0.97140056,negative,retention_apology,high,25,Извините за неприятный опыт. Дарим 25% на «garden_tools» и приоритетную поддержку.
003035f5ec76f2220098377482de93c9,consoles_games,62.47,0.12864894,,loyalty,low,0,Рекомендуем новинки в «consoles_games».
003162bf0351f47a1a247992b8b9b42d,books_general_interest,536.6,0.18221226,,loyalty,low,0,Рекомендуем новинки в «books_general_interest».
00324c9f4d710e7bac5c5ba679714430,housewares,109.78,0.19632855,,loyalty,low,0,Рекомендуем новинки в «housewares».
0032c76b20340da25249092a268ce66c,toys,144.94,0.6276308,positive,retention_soft,high,15,Скучаем по вам! Возвращайтесь - 15% на «toys».
0032ca69771a7758ce643258bb9e4ac7,furniture_living_room,62.45,0.13227642,,loyalty,low,0,Рекомендуем новинки в «furniture_living_room».
0033f4a2887e07e25aa1204d482f41ba,cool_stuff,425.04,0.13528208,,loyalty,low,0,Рекомендуем новинки в «cool_stuff».
00344274804f3b8003de1b0562ae01df,health_beauty,226.23,0.14553425,,loyalty,low,0,Рекомендуем новинки в «health_beauty».
0034c76b7e6a17d738375b99afc2f01e,home_appliances,44.23,0.37922236,positive,targeted_reco,medium,8,"Думаем вам понравится новое в «home_appliances», плюс 8% на заказ."
0035029989e6fc5cf030918a5f9f2037,luggage_accessories,546.12,0.4416608,positive,targeted_reco,medium,13,"Думаем вам понравится новое в «luggage_accessories», плюс 13% на заказ."
003650b504826ea534e02eba0ab58dd5,perfumery,21.77,0.33606958,neutral,loyalty,low,0,Рекомендуем новинки в «perfumery».
0036a074f98b80c4f1fc33dbbcf9c552,housewares,42.62,0.20378973,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «housewares» и программа лояльности.
0036b4a3d09ad551a5188c2e374da402,furniture_decor,162.77,0.37921065,,targeted_reco,medium,8,"Думаем вам понравится новое в «furniture_decor», плюс 8% на заказ."
0036d365b138cc0ee06bed755bcb5044,christmas_supplies,109.5,0.35915777,positive,targeted_reco,medium,8,"Думаем вам понравится новое в «christmas_supplies», плюс 8% на заказ."
00370dfde3d012c420d29657afc2fc8b,cool_stuff,237.0,0.20536475,,loyalty,low,0,Рекомендуем новинки в «cool_stuff».
00377a18050b898b93e2c774be9947db,health_beauty,65.78,0.9725504,,retention_soft,high,15,Скучаем по вам! Возвращайтесь - 15% на «health_beauty».
0037aa56b017c105c3a9d47af71fff98,auto,443.73,0.71905446,,retention_soft,high,20,Скучаем по вам! Возвращайтесь - 20% на «auto».
0037d2bbb9ebc39d9114aea27ee16d72,furniture_decor,143.73000000000002,0.18273175,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «furniture_decor» и программа лояльности.
0037eb1ff742ee2e71ba887f65f3c6f3,housewares,228.79,0.21784405,,loyalty,low,0,Рекомендуем новинки в «housewares».
003800162424b7b5b3d75c9cf22a66e7,garden_tools,107.81,0.1798764,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «garden_tools» и программа лояльности.
00391594070baf8603f5fdc1d0c6a48c,computers_accessories,119.32,0.3448604,neutral,loyalty,low,0,Рекомендуем новинки в «computers_accessories».
003a5571a07dcf09bf117d13d2980ba3,baby,181.82,0.14607963,,loyalty,low,0,Рекомендуем новинки в «baby».
003a7a8eb096ed3cbf713d2def1ca701,garden_tools,157.45999999999998,0.26086053,,loyalty,low,0,Рекомендуем новинки в «garden_tools».
003ac9408252444b489b1bfc013f5f8c,furniture_decor,36.98,0.20397197,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «furniture_decor» и программа лояльности.
003ae409f37c3c30cb1c974af3a42692,pet_shop,216.32,0.16926862,,loyalty,low,0,Рекомендуем новинки в «pet_shop».
003c2067070f5b3d923235b1ea1cc17b,sports_leisure,147.38,0.15749675,neutral,loyalty,low,0,Рекомендуем новинки в «sports_leisure».
003c457932a554e4df13834237b1ed00,bed_bath_table,142.51,0.22960825,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «bed_bath_table» и программа лояльности.
003d56767e53e08671de00da3fba8d40,bed_bath_table,178.59,0.38112745,neutral,targeted_reco,medium,8,"Думаем вам понравится новое в «bed_bath_table», плюс 8% на заказ."
003db7adfcdc49857b095a50191b6c9d,books_general_interest,542.66,0.23053277,,loyalty,low,0,Рекомендуем новинки в «books_general_interest».
003e28cb6fab8a0901bff9229612375f,toys,137.26,0.112362154,,loyalty,low,0,Рекомендуем новинки в «toys».
003e2af81ea3c72fbdd093f07724a4de,health_beauty,63.74,0.43816087,,targeted_reco,medium,8,"Думаем вам понравится новое в «health_beauty», плюс 8% на заказ."
003f4901fdb60ae9c1e2538b84c208e1,unknown,162.79,0.28839955,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «unknown» и программа лояльности.
003fb95e849e71e732629d94bb92762f,bed_bath_table,77.59,0.29355907,,loyalty,low,0,Рекомендуем новинки в «bed_bath_table».
003fee4ca17927283128c7ddc6f9311b,sports_leisure,103.47,0.9696193,,retention_soft,high,15,Скучаем по вам! Возвращайтесь - 15% на «sports_leisure».
004177f7bf62929186b32c7fdaa6157b,office_furniture,433.98,0.72508544,negative,retention_apology,high,30,Извините за неприятный опыт. Дарим 30% на «office_furniture» и приоритетную поддержку.
004256f082951ec189a4962b6788c214,telephony,259.15,0.40276024,,targeted_reco,medium,8,"Думаем вам понравится новое в «telephony», плюс 8% на заказ."
004288347e5e88a27ded2bb23747066c,cool_stuff,177.185,0.224937,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «cool_stuff» и программа лояльности.
0042dcca0ae57aaec6e808edc31a2d48,health_beauty,85.03999999999999,0.1914937,,loyalty,low,0,Рекомендуем новинки в «health_beauty».
0042dfa8925d6eb23e471ec350454f04,baby,62.91,0.21809031,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «baby» и программа лояльности.
0043d65f8039b4a4d43bc7b0f450ac2c,bed_bath_table,64.42,0.3699253,,targeted_reco,medium,8,"Думаем вам понравится новое в «bed_bath_table», плюс 8% на заказ."
00444f48f6c9b55657e49435ce3a97ca,computers_accessories,52.379999999999995,0.3804102,,targeted_reco,medium,8,"Думаем вам понравится новое в «computers_accessories», плюс 8% на заказ."
00446a03d7a34d191507c9e42870d0a5,bed_bath_table,128.95000000000002,0.3819216,,targeted_reco,medium,8,"Думаем вам понравится новое в «bed_bath_table», плюс 8% на заказ."
004493e0b0a37317d25665d340c0677d,toys,83.32,0.15106815,,loyalty,low,0,Рекомендуем новинки в «toys».
0045e9ad4d6c85d2323a7ab374b76183,housewares,24.130000000000003,0.2609531,,loyalty,low,0,Рекомендуем новинки в «housewares».
0046311f458d8041b00063cb99482903,toys,112.33,0.83254737,,retention_soft,high,15,Скучаем по вам! Возвращайтесь - 15% на «toys».
0047f3e16441284d757a8963344f6c59,pet_shop,76.18,0.23570122,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «pet_shop» и программа лояльности.
0048706e497cfba0b689e1e3497bc99e,health_beauty,82.65,0.20876586,,loyalty,low,0,Рекомендуем новинки в «health_beauty».
0048a779a98a7848514096ff04046079,home_construction,41.04,0.23094282,,loyalty,low,0,Рекомендуем новинки в «home_construction».
0049a16516d38fc2246696172a257f16,telephony,32.769999999999996,0.39619902,,targeted_reco,medium,8,"Думаем вам понравится новое в «telephony», плюс 8% на заказ."
0049dadc30da6a277c1e9d371df5a66f,housewares,26.01,0.42403758,neutral,targeted_reco,medium,8,"Думаем вам понравится новое в «housewares», плюс 8% на заказ."
0049db44bfd6cee26ac9c649329ff6ea,furniture_decor,109.04,0.5143587,,targeted_reco,medium,8,"Думаем вам понравится новое в «furniture_decor», плюс 8% на заказ."
0049ec2d7a5818d0e4b3f4735cec2458,telephony,44.18,0.32335776,,loyalty,low,0,Рекомендуем новинки в «telephony».
004a432489f6630c6dfd3fc4454603f5,unknown,84.00999999999999,0.23186322,,loyalty,low,0,Рекомендуем новинки в «unknown».
004ad212c650c96c8a48f30855a7bcb8,unknown,0.0,0.973678,negative,retention_apology,high,25,Извините за неприятный опыт. Дарим 25% на «unknown» и приоритетную поддержку.
004b45ec5c64187465168251cd1c9c2f,furniture_decor,73.86,0.8547102,neutral,retention_soft,high,15,Скучаем по вам! Возвращайтесь - 15% на «furniture_decor».
004b9b1634b7becda8eec4e96bced882,sports_leisure,158.74,0.2037925,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «sports_leisure» и программа лояльности.
004d17fa2cb102a7c4817f040c884e59,health_beauty,39.78,0.1968349,,loyalty,low,0,Рекомендуем новинки в «health_beauty».
004df63539fd5e38d4b0a0506de7549c,watches_gifts,993.55,0.0838937,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «watches_gifts» и программа лояльности.
004ed862ea4e55f18868d3d782d10879,luggage_accessories,109.29,0.121759355,,loyalty,low,0,Рекомендуем новинки в «luggage_accessories».
004f84d065096f3cedd26cf0adc80b9d,office_furniture,189.08,0.552062,,targeted_reco,medium,8,"Думаем вам понравится новое в «office_furniture», плюс 8% на заказ."
00504b68faa074d0f40adcb4f7727f71,bed_bath_table,198.7,0.8124865,neutral,retention_soft,high,15,Скучаем по вам! Возвращайтесь - 15% на «bed_bath_table».
0050dcff37f8b9ff611d245e30572b46,health_beauty,68.22,0.30247706,,loyalty,low,0,Рекомендуем новинки в «health_beauty».
00522457bba00bba576a34fd9b4808fd,furniture_living_room,127.98,0.16802661,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «furniture_living_room» и программа лояльности.
005226be8d5b972d0f72b4e8a79f322b,home_appliances_2,1600.51,0.26857024,,loyalty,low,0,Рекомендуем новинки в «home_appliances_2».
00539155ce68fbe677934aebdb17e09b,furniture_decor,58.25,0.21667887,,loyalty,low,0,Рекомендуем новинки в «furniture_decor».
00543330561a9088f8b3879114a7b008,computers_accessories,73.96000000000001,0.24300325,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «computers_accessories» и программа лояльности.
0055b522bc89cbfbf376d8b59a628470,small_appliances,364.75,0.21688096,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «small_appliances» и программа лояльности.
0055bbb9c95f6acb8db89d1f6c316407,books_general_interest,83.23,0.14349045,,loyalty,low,0,Рекомендуем новинки в «books_general_interest».
0056c2dd794a5eede6164dcae635875a,housewares,171.88,0.21375518,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «housewares» и программа лояльности.
0056f26cb8f20916c3baa0e39fc30709,bed_bath_table,109.23,0.3858937,positive,targeted_reco,medium,8,"Думаем вам понравится новое в «bed_bath_table», плюс 8% на заказ."
005754cb59f8ee5cdbb5cda9d138757e,health_beauty,258.38,0.51697004,,targeted_reco,medium,8,"Думаем вам понравится новое в «health_beauty», плюс 8% на заказ."
00575b2023dedcc0f3e81a938834689b,electronics,32.379999999999995,0.3267848,,loyalty,low,0,Рекомендуем новинки в «electronics».
0057f64bff87f4698b4cbd338d62a2a8,furniture_decor,82.86,0.25713974,,loyalty,low,0,Рекомендуем новинки в «furniture_decor».
0058e7db269cc11558913b42beb115d0,furniture_decor,78.88,0.26095316,,loyalty,low,0,Рекомендуем новинки в «furniture_decor».
0058f300f57d7b93c477a131a59b36c3,luggage_accessories,87.78999999999999,0.94681835,positive,retention_soft,high,15,Скучаем по вам! Возвращайтесь - 15% на «luggage_accessories».
0059acd36094bf670ec8b21be6c0044c,electronics,46.69,0.19429515,,loyalty,low,0,Рекомендуем новинки в «electronics».
005d8faa4cf789cf52fb880a8569880a,bed_bath_table,89.25,0.24096277,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «bed_bath_table» и программа лояльности.
005e32bc930906dc6b65fb9d11cce3e2,housewares,49.6,0.15899767,,loyalty,low,0,Рекомендуем новинки в «housewares».
005ee3e015ec18092d7782e507cf68fe,sports_leisure,187.96,0.16744255,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «sports_leisure» и программа лояльности.
005f060d4223956c62b64e9567a36f0f,watches_gifts,777.6800000000001,0.44970566,,targeted_reco,medium,13,"Думаем вам понравится новое в «watches_gifts», плюс 13% на заказ."
005f4b46e70bbd3295a38e2fd28d6566,bed_bath_table,63.9,0.2625896,,loyalty,low,0,Рекомендуем новинки в «bed_bath_table».
005f6fa02633470267dcd1e3ecd0fa79,furniture_decor,272.04,0.21203494,,loyalty,low,0,Рекомендуем новинки в «furniture_decor».
005ff4ebe100db3eebbe6f7b19a8f99a,office_furniture,236.81,0.3295424,neutral,loyalty,low,0,Рекомендуем новинки в «office_furniture».
006031108b00e5f73b2426a50b50f9c0,bed_bath_table,204.83,0.33770156,,loyalty,low,0,Рекомендуем новинки в «bed_bath_table».
00605a8897ed9ad73b5c93bebad2541a,baby,31.130000000000003,0.97419316,positive,retention_soft,high,15,Скучаем по вам! Возвращайтесь - 15% на «baby».
00626f29f9b57d3ef7c1739ff03e944e,cool_stuff,154.53,0.09642458,,loyalty,low,0,Рекомендуем новинки в «cool_stuff».
0062adafa3846d9f372d8f1bde591b24,health_beauty,149.87,0.43733338,,targeted_reco,medium,8,"Думаем вам понравится новое в «health_beauty», плюс 8% на заказ."
0063817060d662048ed08bccecaf45d5,telephony,71.38,0.6510328,,retention_soft,high,15,Скучаем по вам! Возвращайтесь - 15% на «telephony».
0064a1b5f5cddd047c987b988a90c8c1,garden_tools,269.2,0.5184999,,targeted_reco,medium,8,"Думаем вам понравится новое в «garden_tools», плюс 8% на заказ."
0064c96f536ac6250275482221834154,housewares,65.33,0.1915287,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «housewares» и программа лояльности.
00651d97d964127ccfc0e2e55464876d,auto,23.72,0.27166423,negative,loyalty,low,10,Рекомендуем новинки в «auto».
0065f6fb341f013a95a8e11cdc98d07a,pet_shop,119.32,0.22544985,,loyalty,low,0,Рекомендуем новинки в «pet_shop».
0065f7795a38381973a373c8b4939679,stationery,31.22,0.15497352,,loyalty,low,0,Рекомендуем новинки в «stationery».
0066b328e72fd82fd7420bf849c0e8b4,sports_leisure,94.35,0.24730298,neutral,loyalty,low,0,Рекомендуем новинки в «sports_leisure».
0067d2652c12515146721538868bbd80,baby,190.28,0.5996766,positive,targeted_reco,medium,8,"Думаем вам понравится новое в «baby», плюс 8% на заказ."
0068bd2e9e76c018846dbc6e2bec5ac5,bed_bath_table,79.50999999999999,0.2557541,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «bed_bath_table» и программа лояльности.
006a8c1784d622ebe06bab57e72ee045,garden_tools,66.64,0.9636502,neutral,retention_soft,high,15,Скучаем по вам! Возвращайтесь - 15% на «garden_tools».
006ab6f5e82340e927757563a9fbe7e4,toys,300.59999999999997,0.98073375,negative,retention_apology,high,30,Извините за неприятный опыт. Дарим 30% на «toys» и приоритетную поддержку.
006b297ed73773b17d8874a2eb4466e8,stationery,108.46,0.1675137,positive,loyalty_upsell,low,0,Спасибо что вы с нами! Новинки в «stationery» и программа лояльности.
006bbb235068a01d2e3e47fa09ccf53c,housewares,34.0,0.33832094,,loyalty,low,0,Рекомендуем новинки в «housewares».
006c10bfead12ac8d90486fb4ce4e603,computers_accessories,77.22,0.30014154,,loyalty,low,0,Рекомендуем новинки в «computers_accessories».
006d763076d74d16d66e828e79ec1544,cool_stuff,99.32,0.23107229,,loyalty,low,0,Рекомендуем новинки в «cool_stuff».
006e937bd5a5e32043018a6d1521b5d5,telephony,199.79,0.40319476,positive,targeted_reco,medium,8,"Думаем вам понравится новое в «telephony», плюс 8% на заказ."
006ec5b170182812131c7d9b219c036f,computers_accessories,61.77,0.27120188,,loyalty,low,0,Рекомендуем новинки в «computers_accessories».
006f2f20cf0cd723624b99d0e8e40d0c,garden_tools,46.099999999999994,0.16869546,,loyalty,low,0,Рекомендуем новинки в «garden_tools».
00704e915ae0d4a236eace0267454cf9,sports_leisure,123.39,0.20358332,,loyalty,low,0,Рекомендуем новинки в «sports_leisure».
00705dcbc0b9cad67abd658612770905,housewares,47.93,0.2621849,,loyalty,low,0,Рекомендуем новинки в «housewares».
0071f46a072a9ae25bbe4438b15efe9c,unknown,0.0,0.9769052,neutral,retention_soft,high,15,Скучаем по вам! Возвращайтесь - 15% на «unknown».
00720f160ff500d3605a1bf403eb62d9,baby,118.54,0.25914055,,loyalty,low,0,Рекомендуем новинки в «baby».
00728bae3dec9c16b2193ab7e3195eb7,watches_gifts,211.01,0.6989634,,retention_soft,high,15,Скучаем по вам! Возвращайтесь - 15% на «watches_gifts».
00737247e3dc1942da2c527ef3bd2709,bed_bath_table,78.2,0.8255016,negative,retention_apology,high,25,Извините за неприятный опыт. Дарим 25% на «bed_bath_table» и приоритетную поддержку.
0074a1d3f1995ff0538dc7197500973c,office_furniture,624.9,0.2752045,,loyalty,low,0,Рекомендуем новинки в «office_furniture».
